id,Gender,Age,City,Profession,Academic Pressure,Work Pressure,CGPA,Study Satisfaction,Job Satisfaction,Outlier_IQR
277,1,23,2,12,2,0.0,6,4.0,0,False
280,1,19,2,12,1,0.0,5,3.0,0,False
285,0,33,12,12,4,0.0,9,1.0,0,False
294,0,23,7,12,1,0.0,8,4.0,0,False
301,1,22,22,12,1,0.0,10,1.0,0,False
303,0,19,27,12,2,0.0,7,2.0,0,False
305,0,30,15,12,1,0.0,6,3.0,0,False
310,1,21,18,12,3,0.0,7,3.0,0,False
312,0,19,38,12,5,0.0,7,5.0,0,False
315,1,23,18,12,3,0.0,8,3.0,0,False
316,0,23,18,12,5,0.0,10,1.0,0,False
324,0,18,46,12,3,0.0,6,5.0,0,False
328,1,28,42,12,4,0.0,9,1.0,0,False
335,1,24,15,12,2,0.0,8,3.0,0,False
336,0,33,42,12,1,0.0,10,1.0,0,False
337,0,20,18,12,3,0.0,8,2.0,0,False
340,1,23,18,12,5,0.0,8,1.0,0,False
343,1,23,37,12,5,0.0,6,1.0,0,False
347,0,24,23,12,3,0.0,6,1.0,0,False
348,1,25,17,12,5,0.0,9,1.0,0,False
351,0,24,18,12,4,0.0,8,3.0,0,False
367,0,24,21,12,3,0.0,5,4.0,0,False
370,1,31,35,12,1,0.0,7,5.0,0,False
381,1,20,44,12,5,0.0,9,4.0,0,False
385,1,21,23,12,2,0.0,7,5.0,0,False
392,1,25,19,12,1,0.0,9,3.0,0,False
398,1,19,18,12,2,0.0,7,4.0,0,False
407,0,34,43,12,3,0.0,10,3.0,0,False
408,1,24,2,12,1,0.0,9,4.0,0,False
414,1,33,15,12,5,0.0,8,3.0,0,False
420,1,32,36,12,3,0.0,9,5.0,0,False
421,1,18,6,12,3,0.0,7,4.0,0,False
423,0,31,16,12,1,0.0,8,4.0,0,False
425,0,25,18,12,3,0.0,9,5.0,0,False
429,1,20,43,12,1,0.0,9,4.0,0,False
441,1,31,12,12,2,0.0,8,1.0,0,False
447,1,24,43,12,5,0.0,5,1.0,0,False
454,1,24,22,12,5,0.0,9,2.0,0,False
455,0,23,18,12,5,0.0,6,2.0,0,False
457,0,25,47,12,2,0.0,9,1.0,0,False
464,1,25,42,12,2,0.0,6,3.0,0,False
467,0,25,12,12,1,0.0,8,2.0,0,False
475,0,28,18,12,2,0.0,6,1.0,0,False
477,0,20,3,12,4,0.0,7,4.0,0,False
484,0,24,10,12,1,0.0,7,5.0,0,False
487,1,23,23,12,1,0.0,10,4.0,0,False
491,1,19,18,12,3,0.0,9,1.0,0,False
494,0,24,18,12,3,0.0,6,3.0,0,False
503,0,34,43,12,2,0.0,9,5.0,0,False
508,0,25,12,12,2,0.0,7,4.0,0,False
509,1,28,35,12,1,0.0,9,2.0,0,False
510,0,27,6,12,3,0.0,9,1.0,0,False
522,1,22,18,12,2,0.0,10,4.0,0,False
523,1,27,21,12,4,0.0,7,1.0,0,False
525,0,34,15,12,3,0.0,5,3.0,0,False
529,1,22,31,12,4,0.0,6,2.9023376901447673,0,False
530,1,23,22,12,3,0.0,8,2.0,0,False
534,1,24,18,12,3,0.0,10,1.0,0,False
535,1,21,18,12,5,0.0,8,1.0,0,False
538,1,26,48,12,4,0.0,10,2.0,0,False
539,0,24,21,12,5,0.0,9,1.0,0,False
541,1,34,21,12,2,0.0,8,5.0,0,False
543,0,29,2,12,5,0.0,5,1.0,0,False
556,1,33,49,12,1,0.0,9,3.0,0,False
580,1,21,36,12,1,0.0,9,3.0,0,False
587,0,33,9,12,2,0.0,6,5.0,0,False
589,1,28,22,12,4,0.0,7,2.0,0,False
592,1,27,18,12,2,0.0,9,1.0,0,False
594,1,33,27,12,2,0.0,10,2.946614310403534,0,False
595,0,18,9,12,5,0.0,10,5.0,0,False
598,0,20,21,12,5,0.0,5,4.0,0,False
608,0,19,30,12,3,0.0,7,4.0,0,False
609,1,21,3,0,5,0.0,8,1.0,0,False
611,1,32,48,12,2,0.0,8,1.0,0,False
617,1,32,9,12,3,0.0,6,3.0175951434771724,0,False
620,1,33,38,12,3,0.0,10,1.0,0,False
623,0,23,4,12,5,0.0,6,1.0,0,False
626,1,24,18,12,3,0.0,7,2.9685547907944194,0,False
632,0,20,42,12,4,0.0,9,3.0,0,False
658,0,24,3,12,5,0.0,8,2.0,0,False
660,1,22,7,12,5,0.0,9,1.0,0,False
662,1,26,35,12,5,0.0,6,4.0,0,False
668,0,18,48,12,5,0.0,9,4.0,0,False
671,1,26,48,12,3,0.0,7,3.0,0,False
673,1,33,22,12,1,0.0,6,3.2316430303049892,0,False
676,0,19,49,12,3,0.0,6,1.0,0,False
681,1,26,17,12,3,0.0,5,3.0,0,False
683,0,34,22,12,3,0.0,8,2.0,0,False
687,0,22,37,12,1,0.0,6,4.0,0,False
688,0,28,43,12,2,0.0,8,3.0,0,False
695,1,31,22,12,5,0.0,10,5.0,0,False
696,0,18,47,12,3,0.0,10,4.0,0,False
697,1,32,44,12,2,0.0,9,3.0,0,False
701,0,19,17,12,3,0.0,5,4.0,0,False
707,1,20,30,12,5,0.0,9,2.0,0,False
708,1,28,31,12,2,0.0,8,2.0,0,False
709,1,19,6,12,2,0.0,9,4.0,0,False
710,1,34,37,12,3,0.0,9,2.882174473474028,0,False
712,1,20,46,12,3,0.0,9,5.0,0,False
713,1,18,43,12,1,0.0,5,5.0,0,False
714,0,29,36,12,3,0.0,9,5.0,0,False
716,1,24,21,12,1,0.0,10,4.0,0,False
724,1,33,18,12,4,0.0,7,3.0,0,False
728,1,34,35,12,1,0.0,6,4.0,0,False
733,0,29,2,12,1,0.0,10,2.0,0,False
735,1,27,22,12,4,0.0,8,2.0,0,False
737,0,31,42,12,3,0.0,10,2.893092945212676,0,False
744,1,30,23,12,5,0.0,6,2.7993894032204194,0,False
746,0,31,44,12,4,0.0,9,2.8292948751085056,0,False
749,1,26,38,12,2,0.0,6,3.118574236714525,0,False
750,1,21,36,12,4,0.0,6,1.0,0,False
754,0,34,22,12,3,0.0,6,3.0,0,False
758,1,24,18,12,1,0.0,6,2.0,0,False
759,1,21,47,12,3,0.0,8,2.0,0,False
763,0,31,31,12,5,0.0,6,2.0,0,False
764,1,20,22,12,5,0.0,5,4.0,0,False
770,1,34,18,12,4,0.0,8,3.0,0,False
774,0,30,23,12,4,0.0,6,5.0,0,False
777,1,30,18,12,1,0.0,6,5.0,0,False
779,1,20,4,12,5,0.0,10,1.0,0,False
781,0,75,17,12,1,0.0,10,1.0,0,True
785,1,18,2,12,5,0.0,5,4.0,0,False
793,0,27,18,12,3,0.0,6,4.0,0,False
796,1,26,27,12,5,0.0,5,3.0,0,False
804,1,24,23,12,5,0.0,6,5.0,0,False
811,0,28,48,12,2,0.0,9,4.0,0,False
813,0,24,37,12,3,0.0,9,2.0,0,False
814,0,32,18,12,1,0.0,8,3.0,0,False
821,0,21,36,12,5,0.0,6,1.0,0,False
823,1,19,49,12,3,0.0,7,5.0,0,False
825,0,24,15,12,2,0.0,9,4.0,0,False
831,0,26,12,12,1,0.0,6,4.0,0,False
832,0,20,42,12,2,0.0,9,3.0,0,False
836,1,19,19,12,3,0.0,7,5.0,0,False
839,1,32,15,12,4,0.0,8,2.0,0,False
843,0,23,18,12,5,0.0,6,2.0,0,False
847,0,23,48,12,4,0.0,8,1.0,0,False
852,1,29,48,12,3,0.0,9,2.0,0,False
854,0,29,3,12,3,0.0,6,4.0,0,False
861,0,27,42,12,1,0.0,9,2.0,0,False
862,0,33,10,12,5,0.0,8,4.0,0,False
863,0,33,36,12,2,0.0,9,1.0,0,False
875,1,31,10,12,4,0.0,8,5.0,0,False
877,1,25,35,12,4,0.0,9,4.0,0,False
882,0,29,37,12,1,0.0,10,5.0,0,False
897,0,18,44,12,4,0.0,8,4.0,0,False
907,0,18,46,12,1,0.0,5,5.0,0,False
910,1,22,21,12,1,0.0,8,3.0,0,False
912,1,24,12,12,5,0.0,8,1.0,0,False
918,1,24,21,12,3,0.0,9,5.0,0,False
923,1,30,18,12,4,0.0,8,5.0,0,False
926,1,33,42,12,3,0.0,7,5.0,0,False
935,1,34,18,12,1,0.0,10,3.0559914445464402,0,False
941,1,32,18,12,4,0.0,6,1.0,0,False
947,1,33,19,12,2,0.0,10,3.0,0,False
949,0,20,37,12,5,0.0,6,2.0,0,False
953,0,75,18,12,2,0.0,10,3.0241044964742616,0,True
955,1,24,18,12,5,0.0,9,2.0,0,False
956,1,23,2,12,4,0.0,9,2.0,0,False
965,0,30,21,12,1,0.0,9,3.0,0,False
978,0,39,18,12,5,0.0,7,4.0,0,False
984,1,75,4,12,1,0.0,7,5.0,0,True
991,1,23,36,12,5,0.0,9,1.0,0,False
995,1,31,22,12,1,0.0,10,1.0,0,False
997,1,20,30,12,1,0.0,8,1.0,0,False
1003,1,20,7,12,2,0.0,9,2.0,0,False
1006,1,32,18,12,5,0.0,10,1.0,0,False
1012,0,22,2,12,4,0.0,6,2.0,0,False
1015,0,27,17,12,3,0.0,9,1.0,0,False
1022,0,18,3,12,3,0.0,6,5.0,0,False
1029,0,28,10,12,4,0.0,9,2.0,0,False
1032,0,22,43,12,3,0.0,7,3.021349762375651,0,False
1047,0,20,18,12,5,0.0,8,1.0,0,False
1049,1,20,23,12,3,0.0,6,2.0,0,False
1054,1,30,16,12,1,0.0,7,3.0,0,False
1055,1,18,42,12,1,0.0,6,5.0,0,False
1065,0,26,35,12,4,0.0,8,3.0,0,False
1069,1,34,36,12,1,0.0,10,3.0,0,False
1075,1,20,22,12,5,0.0,10,5.0,0,False
1079,1,20,18,12,2,0.0,6,3.0,0,False
1084,0,33,18,12,3,0.0,7,4.0,0,False
1087,0,20,15,12,3,0.0,6,2.0,0,False
1091,0,28,18,12,2,0.0,9,5.0,0,False
1093,0,26,42,12,4,0.0,8,1.0,0,False
1094,1,25,46,12,3,0.0,6,3.0,0,False
1105,0,28,3,12,5,0.0,7,2.0,0,False
1108,0,29,7,12,5,0.0,9,3.0,0,False
1117,1,34,22,12,3,0.0,10,4.0,0,False
1126,0,29,12,12,2,0.0,6,3.0,0,False
1130,0,28,42,12,1,0.0,6,3.0,0,False
1131,0,33,46,12,1,0.0,10,5.0,0,False
1134,1,18,48,12,5,0.0,6,1.0,0,False
1148,1,19,3,12,5,0.0,8,1.0,0,False
1152,0,27,18,12,3,0.0,8,1.0,0,False
1154,0,29,37,12,1,0.0,7,3.0,0,False
1156,0,18,21,12,5,0.0,5,5.0,0,False
1158,1,27,42,12,5,0.0,8,5.0,0,False
1165,1,34,19,12,2,0.0,8,5.0,0,False
1168,0,19,36,12,1,0.0,6,4.0,0,False
1170,0,30,44,12,5,0.0,8,3.0,0,False
1177,0,25,48,12,3,0.0,8,4.0,0,False
1179,0,20,23,12,5,0.0,9,3.0,0,False
1186,0,20,48,12,5,0.0,9,2.0,0,False
1187,0,20,43,12,5,0.0,8,1.0,0,False
1197,0,29,22,12,2,0.0,9,4.0,0,False
1201,1,24,30,12,1,0.0,7,2.0,0,False
1213,1,34,15,12,3,0.0,5,2.0,0,False
1215,1,31,47,12,2,0.0,8,3.0,0,False
1221,1,23,38,12,2,0.0,9,4.0,0,False
1222,0,25,46,12,2,0.0,6,1.0,0,False
1225,0,24,15,12,4,0.0,9,2.0,0,False
1232,0,25,47,12,2,0.0,9,3.0415270573794846,0,False
1240,1,23,2,12,3,0.0,7,1.0,0,False
1241,1,21,31,12,5,0.0,7,2.750030893312147,0,False
1244,1,22,44,12,1,0.0,7,3.0,0,False
1252,1,33,6,12,2,0.0,9,4.0,0,False
1254,1,24,18,12,4,0.0,10,2.0,0,False
1255,0,25,38,12,4,0.0,9,3.0,0,False
1263,1,33,2,12,3,0.0,7,3.0,0,False
1275,1,27,21,12,1,0.0,7,1.0,0,False
1278,0,31,49,12,3,0.0,10,3.0,0,False
1286,0,19,16,12,5,0.0,7,2.8083111451839757,0,False
1296,1,29,30,12,4,0.0,10,3.0,0,False
1301,1,23,18,12,3,0.0,10,1.0,0,False
1305,1,25,38,12,1,0.0,8,4.0,0,False
1307,1,34,42,12,3,0.0,6,2.0,0,False
1319,1,18,3,12,5,0.0,8,1.0,0,False
1324,1,29,15,12,2,0.0,6,4.0,0,False
1328,0,25,48,12,3,0.0,7,1.0,0,False
1329,1,29,18,12,3,0.0,10,4.0,0,False
1334,1,28,18,12,3,0.0,10,2.837884395460261,0,False
1336,0,31,10,12,2,0.0,10,3.0,0,False
1347,1,30,43,12,3,0.0,8,3.0,0,False
1348,1,24,12,12,5,0.0,9,4.0,0,False
1355,1,26,46,12,4,0.0,9,4.0,0,False
1360,0,29,49,12,2,0.0,6,2.0,0,False
1361,1,22,23,12,3,0.0,6,4.0,0,False
1369,0,31,7,12,4,0.0,6,5.0,0,False
1370,0,29,3,12,4,0.0,6,4.0,0,False
1373,0,18,18,12,4,0.0,7,5.0,0,False
1379,0,27,46,12,5,0.0,7,2.0,0,False
1381,1,32,16,12,3,0.0,9,5.0,0,False
1384,1,30,9,12,2,0.0,8,2.0,0,False
1391,1,26,2,12,4,0.0,10,1.0,0,False
1393,1,28,18,12,4,0.0,8,1.0,0,False
1396,1,28,47,12,4,0.0,9,4.0,0,False
1399,0,25,48,12,2,0.0,10,4.0,0,False
1403,0,33,37,12,2,0.0,9,4.0,0,False
1411,1,24,21,12,5,0.0,10,4.0,0,False
1417,0,22,47,12,2,0.0,10,3.0,0,False
1425,1,34,2,12,1,0.0,10,5.0,0,False
1428,1,29,42,12,3,0.0,10,3.0,3,False
1431,1,32,35,12,2,0.0,9,5.0,0,False
1432,0,31,49,12,5,0.0,9,2.7209215582274426,0,False
1439,1,28,48,12,2,0.0,6,5.0,0,False
1444,1,30,47,12,5,0.0,8,5.0,0,False
1450,0,26,18,12,1,0.0,10,3.0,0,False
1453,1,19,21,12,4,0.0,9,2.0,0,False
1457,0,21,4,12,5,0.0,8,1.0,0,False
1464,1,22,18,12,4,0.0,7,3.0,0,False
1467,1,-15,18,12,4,0.0,6,2.0,0,True
1472,0,25,47,12,2,0.0,6,1.0,0,False
1474,0,24,12,12,3,0.0,7,4.0,0,False
1475,0,18,21,12,3,0.0,5,3.0,0,False
1484,0,19,27,12,5,0.0,6,3.0,0,False
1488,0,30,22,12,3,0.0,7,3.0,0,False
1493,0,35,27,12,5,0.0,5,2.0,0,False
1494,0,20,7,12,5,0.0,6,3.0,0,False
1498,1,20,22,12,3,0.0,10,2.0,0,False
1499,0,18,37,12,5,0.0,9,4.0,0,False
1501,0,18,44,12,3,0.0,9,2.9310637719270547,0,False
1512,0,30,12,12,2,0.0,9,3.0,0,False
1513,0,33,18,12,1,0.0,6,3.0,0,False
1515,0,29,48,12,5,0.0,10,2.0,0,False
1526,0,28,42,12,1,0.0,9,4.0,0,False
1528,1,26,38,12,1,0.0,7,4.0,0,False
1529,1,22,17,12,4,0.0,9,4.0,0,False
1535,0,28,18,12,5,0.0,7,4.0,0,False
1536,1,32,42,12,4,0.0,6,2.9053821303926917,0,False
1545,0,31,18,12,4,0.0,8,3.0,0,False
1565,1,20,38,12,4,0.0,6,3.0,0,False
1580,0,30,12,12,5,0.0,6,2.0,0,False
1582,1,27,22,12,1,0.0,7,4.0,0,False
1586,1,26,3,12,4,0.0,7,3.0,0,False
1589,1,34,48,12,3,0.0,5,5.0,0,False
1591,0,20,37,12,2,0.0,6,4.0,0,False
1593,1,22,30,12,3,0.0,6,1.0,0,False
1600,0,20,23,12,2,0.0,6,3.175033331655218,0,False
1605,0,27,9,12,3,0.0,9,1.0,0,False
1609,0,25,38,12,3,0.0,7,2.0,0,False
1616,1,19,9,12,4,0.0,8,3.0,0,False
1618,1,29,23,12,5,0.0,7,1.0,0,False
1623,0,18,4,12,3,0.0,6,2.0,0,False
1629,0,21,44,12,5,0.0,8,2.0,0,False
1632,0,31,15,12,1,0.0,8,5.0,0,False
1643,0,33,18,12,4,0.0,6,1.0,0,False
1647,1,33,4,12,5,0.0,7,4.0,0,False
1655,1,21,4,12,3,0.0,5,1.0,0,False
1657,0,21,18,12,5,0.0,6,1.0,0,False
1659,1,23,12,12,4,0.0,6,2.0,0,False
1662,1,20,30,12,4,0.0,9,4.0,0,False
1669,0,20,30,12,5,0.0,9,4.0,0,False
1675,0,20,22,12,5,0.0,7,4.0,0,False
1677,1,20,44,12,5,0.0,6,5.0,0,False
1682,0,33,16,12,4,0.0,8,4.0,0,False
1683,1,29,49,12,5,0.0,6,4.0,0,False
1686,0,21,6,12,3,0.0,6,4.0,0,False
1701,1,28,23,12,4,0.0,7,1.0,0,False
1705,0,25,22,12,4,0.0,8,5.0,0,False
1709,0,22,6,12,3,0.0,9,2.0,0,False
1746,0,24,38,12,1,0.0,7,3.0,0,False
1747,1,19,21,12,1,0.0,6,4.0,0,False
1750,1,32,48,12,3,0.0,6,3.0,0,False
1756,0,25,46,12,1,0.0,9,4.0,0,False
1760,0,25,6,12,5,0.0,8,3.0,0,False
1762,1,21,17,12,4,0.0,8,1.0,0,False
1769,0,28,30,12,1,0.0,9,2.0,0,False
1770,1,20,10,12,3,0.0,9,2.0,0,False
1782,1,26,38,12,4,0.0,6,5.0,0,False
1795,0,19,18,12,5,0.0,6,5.0,0,False
1801,1,25,19,12,2,0.0,8,3.0,0,False
1802,0,33,16,12,3,0.0,5,5.0,0,False
1803,0,20,23,12,2,0.0,9,5.0,0,False
1809,1,22,18,12,3,0.0,6,3.0,0,False
1812,1,26,15,12,2,0.0,10,2.9450728698612263,0,False
1813,0,20,7,12,2,0.0,9,3.0,0,False
1822,1,23,17,12,1,0.0,7,3.0,0,False
1835,1,33,17,12,1,0.0,9,3.0,0,False
1843,0,20,16,12,4,0.0,7,3.0,0,False
1848,0,29,48,12,5,0.0,5,3.0,0,False
1850,1,33,30,12,1,0.0,6,1.0,0,False
1856,1,26,2,12,1,0.0,10,4.0,0,False
1857,0,27,43,12,1,0.0,6,4.0,0,False
1864,0,34,47,12,5,0.0,6,2.0,0,False
1871,1,34,19,12,4,0.0,6,4.0,0,False
1876,0,20,16,12,3,0.0,9,2.93581404659604,0,False
1877,1,28,3,12,5,0.0,8,2.712893763389954,0,False
1881,1,28,6,12,3,0.0,8,2.927857681057636,0,False
1891,0,23,18,12,3,0.0,6,4.0,0,False
1895,0,34,2,12,2,0.0,9,4.0,0,False
1897,0,20,38,12,3,0.0,9,5.0,0,False
1908,0,25,18,12,4,0.0,6,2.9626201241659853,0,False
1911,1,26,6,12,4,0.0,8,3.0,0,False
1922,1,18,22,12,3,0.0,9,2.0,0,False
1925,0,24,18,12,3,0.0,6,2.0,0,False
1928,1,28,22,12,1,0.0,8,3.141038882630874,0,False
1930,1,34,17,12,3,0.0,7,5.0,0,False
1932,1,23,35,12,3,0.0,8,2.0,0,False
1944,1,27,18,12,3,0.0,7,4.0,0,False
1952,0,19,2,12,1,0.0,6,2.0,0,False
1960,1,32,27,12,3,0.0,6,4.0,0,False
1961,0,20,46,12,1,0.0,8,5.0,0,False
1965,1,25,22,12,3,0.0,7,4.0,0,False
1969,0,24,21,12,5,0.0,7,1.0,0,False
1970,0,22,36,12,5,0.0,8,2.0,0,False
1985,1,27,23,12,3,0.0,8,2.0,0,False
1988,0,18,36,12,5,0.0,9,3.0,0,False
1995,1,23,38,12,1,0.0,7,5.0,0,False
2002,0,29,21,12,5,0.0,9,4.0,0,False
2006,0,18,6,12,1,0.0,10,1.0,0,False
2007,0,31,16,12,2,0.0,8,3.0,0,False
2011,0,33,27,12,5,0.0,9,5.0,0,False
2012,1,33,18,12,4,0.0,5,4.0,0,False
2018,0,75,27,12,1,0.0,9,3.0,0,True
2024,1,28,42,12,1,0.0,9,4.0,0,False
2030,1,20,42,12,4,0.0,10,3.0,0,False
2035,1,25,30,12,3,0.0,8,2.9232006451849264,0,False
2039,0,21,21,12,5,0.0,7,5.0,0,False
2040,0,29,42,12,5,0.0,9,4.0,0,False
2042,0,33,10,12,4,0.0,5,3.0,0,False
2045,0,33,23,12,3,0.0,6,3.0,0,False
2046,0,75,48,12,1,0.0,10,5.0,0,True
2051,0,29,7,12,4,0.0,5,2.0,0,False
2060,1,31,9,12,1,0.0,7,1.0,0,False
2063,1,24,6,12,1,0.0,9,4.0,0,False
2068,0,19,47,12,5,0.0,9,1.0,0,False
2078,1,-15,36,12,3,0.0,10,3.0,0,True
2086,1,27,27,12,2,0.0,9,5.0,0,False
2088,0,31,42,12,3,0.0,10,3.0,0,False
2097,0,28,49,12,4,0.0,7,1.0,0,False
2104,1,34,18,12,3,0.0,8,4.0,0,False
2105,0,31,46,5,5,0.0,7,3.0,0,False
2108,1,20,16,12,3,0.0,9,1.0,0,False
2120,0,18,30,12,4,0.0,7,3.0,0,False
2127,0,20,22,12,4,0.0,6,2.959795149973006,0,False
2140,1,24,3,12,4,0.0,9,3.0,0,False
2143,0,28,18,12,3,0.0,9,3.0,0,False
2146,0,19,9,12,5,0.0,5,4.0,0,False
2147,1,28,31,12,1,0.0,6,1.0,0,False
2150,1,28,18,12,1,0.0,10,5.0,0,False
2161,0,28,42,12,1,0.0,9,5.0,0,False
2171,0,19,7,12,1,0.0,8,2.0,0,False
2182,1,28,42,12,2,0.0,8,2.0,0,False
2183,0,21,47,12,3,0.0,9,1.0,0,False
2198,0,19,42,12,1,0.0,6,4.0,0,False
2203,1,29,21,12,4,0.0,9,1.0,0,False
2204,1,32,19,12,2,0.0,7,5.0,0,False
2207,1,26,19,12,4,0.0,6,2.0,0,False
2211,1,22,42,12,2,0.0,7,4.0,0,False
2226,0,24,18,12,2,0.0,5,1.0,0,False
2233,1,28,42,12,5,0.0,7,4.0,0,False
2238,1,34,15,12,3,0.0,8,3.0,0,False
2250,1,20,42,12,3,0.0,7,4.0,0,False
2255,0,32,22,12,2,0.0,6,4.0,0,False
2256,0,20,42,12,3,0.0,10,3.0,0,False
2260,1,18,17,12,3,0.0,7,2.9659601874049812,0,False
2267,0,25,12,12,1,0.0,9,2.0,0,False
2270,1,29,49,12,3,0.0,9,3.0,0,False
2288,1,27,31,12,5,0.0,8,2.0,0,False
2290,0,34,18,12,3,0.0,8,3.0,0,False
2293,1,32,38,12,1,0.0,10,3.052338225935574,0,False
2294,1,29,10,12,3,0.0,7,1.0,0,False
2295,0,23,22,12,4,0.0,8,1.0,0,False
2305,0,27,21,12,4,0.0,5,5.0,0,False
2310,0,29,37,12,5,0.0,6,2.0,0,False
2312,0,30,30,12,2,0.0,7,3.0,0,False
2314,0,21,31,12,3,0.0,7,5.0,0,False
2322,0,32,10,12,5,0.0,7,2.815052697253755,0,False
2325,1,20,4,12,5,0.0,8,2.0,0,False
2330,0,25,12,12,5,0.0,9,2.0,0,False
2343,1,31,18,12,1,0.0,6,1.0,0,False
2348,1,20,6,12,5,0.0,7,5.0,0,False
2351,0,23,18,12,3,0.0,8,3.0,0,False
2358,1,31,12,12,1,0.0,10,4.0,0,False
2364,0,34,43,12,1,0.0,9,5.0,0,False
2372,1,24,10,12,3,0.0,10,2.0,0,False
2376,1,32,44,12,3,0.0,10,2.836140120202508,0,False
2385,1,30,18,12,4,0.0,7,1.0,0,False
2399,0,18,44,12,4,0.0,8,1.0,0,False
2405,1,33,27,12,2,0.0,7,3.079105862668828,0,False
2406,1,34,18,12,4,0.0,8,1.0,0,False
2407,0,20,15,12,3,0.0,6,4.0,0,False
2408,0,22,4,12,5,0.0,8,3.0,0,False
2418,1,34,43,12,1,0.0,8,3.0,0,False
2423,0,30,7,12,5,0.0,7,1.0,0,False
2425,1,19,18,12,3,0.0,5,4.0,0,False
2431,0,19,23,12,4,0.0,6,1.0,0,False
2432,1,20,30,12,5,0.0,5,2.0,0,False
2439,1,25,15,12,4,0.0,10,2.0,0,False
2444,0,30,2,12,5,0.0,9,5.0,0,False
2460,1,26,17,12,4,0.0,8,2.8177509936674157,0,False
2461,0,21,46,12,1,0.0,6,2.0,0,False
2471,0,28,42,12,4,0.0,10,1.0,0,False
2474,1,18,23,12,3,0.0,8,5.0,0,False
2482,1,24,12,12,2,0.0,6,1.0,0,False
2486,1,29,18,12,4,0.0,8,5.0,0,False
2490,1,28,6,12,5,0.0,9,5.0,0,False
2494,1,31,47,12,3,0.0,8,5.0,0,False
2496,1,25,18,12,5,0.0,7,2.0,0,False
2500,1,28,49,12,4,0.0,9,5.0,0,False
2548,1,33,27,12,1,0.0,10,2.0,0,False
2564,1,30,4,12,4,0.0,7,2.0,0,False
2568,0,28,48,12,2,0.0,6,5.0,0,False
2569,1,20,3,12,4,0.0,7,3.0,0,False
2574,0,18,18,12,1,0.0,9,3.0,0,False
2576,0,29,21,12,2,0.0,9,5.0,0,False
2581,1,28,15,12,4,0.0,8,2.818935836147513,0,False
2585,0,24,43,12,1,0.0,9,2.0,0,False
2589,1,25,30,12,5,0.0,7,2.7519891822505476,0,False
2591,1,21,30,12,1,0.0,7,3.1809186526983657,0,False
2592,1,21,49,12,1,0.0,7,1.0,0,False
2605,0,28,22,12,5,0.0,8,2.0,0,False
2608,0,34,22,12,5,0.0,6,5.0,0,False
2622,0,29,18,12,4,0.0,5,2.0,0,False
2629,0,19,4,12,3,0.0,8,2.9811681922055335,0,False
2633,0,19,44,12,1,0.0,8,1.0,0,False
2652,1,21,16,12,5,0.0,9,5.0,0,False
2654,1,23,18,12,4,0.0,6,3.0,0,False
2660,0,25,44,12,2,0.0,9,2.0,0,False
2663,0,29,18,12,4,0.0,9,2.0,0,False
2672,1,27,36,12,4,0.0,8,4.0,0,False
2674,0,19,7,12,5,0.0,7,1.0,0,False
2681,1,26,38,12,3,0.0,7,4.0,0,False
