id,Gender,Age,City,Profession,Academic Pressure,Work Pressure,CGPA,Study Satisfaction,Job Satisfaction
811,0,28,48,12,2,0.0,9,4,0
813,0,24,37,12,3,0.0,9,2,0
814,0,32,18,12,1,0.0,8,3,0
821,0,21,36,12,5,0.0,6,1,0
823,1,19,49,12,3,0.0,7,5,0
825,0,24,15,12,2,0.0,9,4,0
831,0,26,12,12,1,0.0,6,4,0
832,0,20,42,12,2,0.0,9,3,0
836,1,19,19,12,3,0.0,7,5,0
839,1,32,15,12,4,0.0,8,2,0
843,0,23,18,12,5,0.0,6,2,0
847,0,23,48,12,4,0.0,8,1,0
852,1,29,48,12,3,0.0,9,2,0
854,0,29,3,12,3,0.0,6,4,0
861,0,27,42,12,1,0.0,9,2,0
862,0,33,10,12,5,0.0,8,4,0
863,0,33,36,12,2,0.0,9,1,0
875,1,31,10,12,4,0.0,8,5,0
877,1,25,35,12,4,0.0,9,4,0
882,0,29,37,12,1,0.0,10,5,0
897,0,18,44,12,4,0.0,8,4,0
907,0,18,46,12,1,0.0,5,5,0
910,1,22,21,12,1,0.0,8,3,0
912,1,24,12,12,5,0.0,8,1,0
918,1,24,21,12,3,0.0,9,5,0
923,1,30,18,12,4,0.0,8,5,0
926,1,33,42,12,3,0.0,7,5,0
935,1,34,18,12,1,0.0,10,3,0
941,1,32,18,12,4,0.0,6,1,0
947,1,33,19,12,2,0.0,10,3,0
949,0,20,37,12,5,0.0,6,2,0
953,0,75,18,12,2,0.0,10,3,0
955,1,24,18,12,5,0.0,9,2,0
956,1,23,2,12,4,0.0,9,2,0
965,0,30,21,12,1,0.0,9,3,0
978,0,39,18,12,5,0.0,7,4,0
984,1,75,4,12,1,0.0,7,5,0
991,1,23,36,12,5,0.0,9,1,0
995,1,31,22,12,1,0.0,10,1,0
997,1,20,30,12,1,0.0,8,1,0
1003,1,20,7,12,2,0.0,9,2,0
1006,1,32,18,12,5,0.0,10,1,0
1012,0,22,2,12,4,0.0,6,2,0
1015,0,27,17,12,3,0.0,9,1,0
1022,0,18,3,12,3,0.0,6,5,0
1029,0,28,10,12,4,0.0,9,2,0
1032,0,22,43,12,3,0.0,7,3,0
1047,0,20,18,12,5,0.0,8,1,0
1049,1,20,23,12,3,0.0,6,2,0
1054,1,30,16,12,1,0.0,7,3,0
1055,1,18,42,12,1,0.0,6,5,0
1065,0,26,35,12,4,0.0,8,3,0
1069,1,34,36,12,1,0.0,10,3,0
1075,1,20,22,12,5,0.0,10,5,0
1079,1,20,18,12,2,0.0,6,3,0
1084,0,33,18,12,3,0.0,7,4,0
1087,0,20,15,12,3,0.0,6,2,0
1091,0,28,18,12,2,0.0,9,5,0
1093,0,26,42,12,4,0.0,8,1,0
1094,1,25,46,12,3,0.0,6,3,0
1105,0,28,3,12,5,0.0,7,2,0
1108,0,29,7,12,5,0.0,9,3,0
1117,1,34,22,12,3,0.0,10,4,0
1126,0,29,12,12,2,0.0,6,3,0
1130,0,28,42,12,1,0.0,6,3,0
1131,0,33,46,12,1,0.0,10,5,0
1134,1,18,48,12,5,0.0,6,1,0
1148,1,19,3,12,5,0.0,8,1,0
1152,0,27,18,12,3,0.0,8,1,0
1154,0,29,37,12,1,0.0,7,3,0
1156,0,18,21,12,5,0.0,5,5,0
1158,1,27,42,12,5,0.0,8,5,0
1165,1,34,19,12,2,0.0,8,5,0
1168,0,19,36,12,1,0.0,6,4,0
1170,0,30,44,12,5,0.0,8,3,0
1177,0,25,48,12,3,0.0,8,4,0
1179,0,20,23,12,5,0.0,9,3,0
1186,0,20,48,12,5,0.0,9,2,0
1187,0,20,43,12,5,0.0,8,1,0
1197,0,29,22,12,2,0.0,9,4,0
1201,1,24,30,12,1,0.0,7,2,0
1213,1,34,15,12,3,0.0,5,2,0
1215,1,31,47,12,2,0.0,8,3,0
1221,1,23,38,12,2,0.0,9,4,0
1222,0,25,46,12,2,0.0,6,1,0
1225,0,24,15,12,4,0.0,9,2,0
1232,0,25,47,12,2,0.0,9,3,0
1240,1,23,2,12,3,0.0,7,1,0
1241,1,21,31,12,5,0.0,7,3,0
1244,1,22,44,12,1,0.0,7,3,0
1252,1,33,6,12,2,0.0,9,4,0
1254,1,24,18,12,4,0.0,10,2,0
1255,0,25,38,12,4,0.0,9,3,0
1263,1,33,2,12,3,0.0,7,3,0
1275,1,27,21,12,1,0.0,7,1,0
1278,0,31,49,12,3,0.0,10,3,0
1286,0,19,16,12,5,0.0,7,3,0
1296,1,29,30,12,4,0.0,10,3,0
1301,1,23,18,12,3,0.0,10,1,0
1305,1,25,38,12,1,0.0,8,4,0
1307,1,34,42,12,3,0.0,6,2,0
1319,1,18,3,12,5,0.0,8,1,0
1324,1,29,15,12,2,0.0,6,4,0
1328,0,25,48,12,3,0.0,7,1,0
1329,1,29,18,12,3,0.0,10,4,0
1334,1,28,18,12,3,0.0,10,3,0
1336,0,31,10,12,2,0.0,10,3,0
1347,1,30,43,12,3,0.0,8,3,0
1348,1,24,12,12,5,0.0,9,4,0
1355,1,26,46,12,4,0.0,9,4,0
1360,0,29,49,12,2,0.0,6,2,0
1361,1,22,23,12,3,0.0,6,4,0
1369,0,31,7,12,4,0.0,6,5,0
1370,0,29,3,12,4,0.0,6,4,0
1373,0,18,18,12,4,0.0,7,5,0
1379,0,27,46,12,5,0.0,7,2,0
1381,1,32,16,12,3,0.0,9,5,0
1384,1,30,9,12,2,0.0,8,2,0
1391,1,26,2,12,4,0.0,10,1,0
1393,1,28,18,12,4,0.0,8,1,0
1396,1,28,47,12,4,0.0,9,4,0
1399,0,25,48,12,2,0.0,10,4,0
1403,0,33,37,12,2,0.0,9,4,0
1411,1,24,21,12,5,0.0,10,4,0
1417,0,22,47,12,2,0.0,10,3,0
1425,1,34,2,12,1,0.0,10,5,0
1428,1,29,42,12,3,0.0,10,3,3
1431,1,32,35,12,2,0.0,9,5,0
1432,0,31,49,12,5,0.0,9,3,0
1439,1,28,48,12,2,0.0,6,5,0
1444,1,30,47,12,5,0.0,8,5,0
1450,0,26,18,12,1,0.0,10,3,0
1453,1,19,21,12,4,0.0,9,2,0
1457,0,21,4,12,5,0.0,8,1,0
1464,1,22,18,12,4,0.0,7,3,0
1467,1,-15,18,12,4,0.0,6,2,0
1472,0,25,47,12,2,0.0,6,1,0
1474,0,24,12,12,3,0.0,7,4,0
1475,0,18,21,12,3,0.0,5,3,0
1484,0,19,27,12,5,0.0,6,3,0
1488,0,30,22,12,3,0.0,7,3,0
1493,0,35,27,12,5,0.0,5,2,0
1494,0,20,7,12,5,0.0,6,3,0
1498,1,20,22,12,3,0.0,10,2,0
1499,0,18,37,12,5,0.0,9,4,0
1501,0,18,44,12,3,0.0,9,3,0
1512,0,30,12,12,2,0.0,9,3,0
1513,0,33,18,12,1,0.0,6,3,0
1515,0,29,48,12,5,0.0,10,2,0
1526,0,28,42,12,1,0.0,9,4,0
1528,1,26,38,12,1,0.0,7,4,0
1529,1,22,17,12,4,0.0,9,4,0
1535,0,28,18,12,5,0.0,7,4,0
1536,1,32,42,12,4,0.0,6,3,0
1545,0,31,18,12,4,0.0,8,3,0
1565,1,20,38,12,4,0.0,6,3,0
1580,0,30,12,12,5,0.0,6,2,0
1582,1,27,22,12,1,0.0,7,4,0
1586,1,26,3,12,4,0.0,7,3,0
1589,1,34,48,12,3,0.0,5,5,0
1591,0,20,37,12,2,0.0,6,4,0
1593,1,22,30,12,3,0.0,6,1,0
1600,0,20,23,12,2,0.0,6,3,0
1605,0,27,9,12,3,0.0,9,1,0
1609,0,25,38,12,3,0.0,7,2,0
1616,1,19,9,12,4,0.0,8,3,0
1618,1,29,23,12,5,0.0,7,1,0
1623,0,18,4,12,3,0.0,6,2,0
1629,0,21,44,12,5,0.0,8,2,0
1632,0,31,15,12,1,0.0,8,5,0
1643,0,33,18,12,4,0.0,6,1,0
1647,1,33,4,12,5,0.0,7,4,0
1655,1,21,4,12,3,0.0,5,1,0
1657,0,21,18,12,5,0.0,6,1,0
1659,1,23,12,12,4,0.0,6,2,0
1662,1,20,30,12,4,0.0,9,4,0
1669,0,20,30,12,5,0.0,9,4,0
1675,0,20,22,12,5,0.0,7,4,0
1677,1,20,44,12,5,0.0,6,5,0
1682,0,33,16,12,4,0.0,8,4,0
1683,1,29,49,12,5,0.0,6,4,0
1686,0,21,6,12,3,0.0,6,4,0
1701,1,28,23,12,4,0.0,7,1,0
1705,0,25,22,12,4,0.0,8,5,0
1709,0,22,6,12,3,0.0,9,2,0
1746,0,24,38,12,1,0.0,7,3,0
1747,1,19,21,12,1,0.0,6,4,0
1750,1,32,48,12,3,0.0,6,3,0
1756,0,25,46,12,1,0.0,9,4,0
1760,0,25,6,12,5,0.0,8,3,0
1762,1,21,17,12,4,0.0,8,1,0
1769,0,28,30,12,1,0.0,9,2,0
1770,1,20,10,12,3,0.0,9,2,0
1782,1,26,38,12,4,0.0,6,5,0
1795,0,19,18,12,5,0.0,6,5,0
1801,1,25,19,12,2,0.0,8,3,0
1802,0,33,16,12,3,0.0,5,5,0
1803,0,20,23,12,2,0.0,9,5,0
1809,1,22,18,12,3,0.0,6,3,0
1812,1,26,15,12,2,0.0,10,3,0
1813,0,20,7,12,2,0.0,9,3,0
1822,1,23,17,12,1,0.0,7,3,0
1835,1,33,17,12,1,0.0,9,3,0
1843,0,20,16,12,4,0.0,7,3,0
1848,0,29,48,12,5,0.0,5,3,0
1850,1,33,30,12,1,0.0,6,1,0
1856,1,26,2,12,1,0.0,10,4,0
1857,0,27,43,12,1,0.0,6,4,0
1864,0,34,47,12,5,0.0,6,2,0
1871,1,34,19,12,4,0.0,6,4,0
1876,0,20,16,12,3,0.0,9,3,0
1877,1,28,3,12,5,0.0,8,3,0
1881,1,28,6,12,3,0.0,8,3,0
1891,0,23,18,12,3,0.0,6,4,0
1895,0,34,2,12,2,0.0,9,4,0
1897,0,20,38,12,3,0.0,9,5,0
1908,0,25,18,12,4,0.0,6,3,0
1911,1,26,6,12,4,0.0,8,3,0
1922,1,18,22,12,3,0.0,9,2,0
1925,0,24,18,12,3,0.0,6,2,0
1928,1,28,22,12,1,0.0,8,3,0
1930,1,34,17,12,3,0.0,7,5,0
1932,1,23,35,12,3,0.0,8,2,0
1944,1,27,18,12,3,0.0,7,4,0
1952,0,19,2,12,1,0.0,6,2,0
1960,1,32,27,12,3,0.0,6,4,0
1961,0,20,46,12,1,0.0,8,5,0
1965,1,25,22,12,3,0.0,7,4,0
1969,0,24,21,12,5,0.0,7,1,0
1970,0,22,36,12,5,0.0,8,2,0
1985,1,27,23,12,3,0.0,8,2,0
1988,0,18,36,12,5,0.0,9,3,0
1995,1,23,38,12,1,0.0,7,5,0
2002,0,29,21,12,5,0.0,9,4,0
2006,0,18,6,12,1,0.0,10,1,0
2007,0,31,16,12,2,0.0,8,3,0
2011,0,33,27,12,5,0.0,9,5,0
2012,1,33,18,12,4,0.0,5,4,0
2018,0,75,27,12,1,0.0,9,3,0
2024,1,28,42,12,1,0.0,9,4,0
2030,1,20,42,12,4,0.0,10,3,0
2035,1,25,30,12,3,0.0,8,3,0
2039,0,21,21,12,5,0.0,7,5,0
2040,0,29,42,12,5,0.0,9,4,0
2042,0,33,10,12,4,0.0,5,3,0
2045,0,33,23,12,3,0.0,6,3,0
2046,0,75,48,12,1,0.0,10,5,0
2051,0,29,7,12,4,0.0,5,2,0
2060,1,31,9,12,1,0.0,7,1,0
2063,1,24,6,12,1,0.0,9,4,0
2068,0,19,47,12,5,0.0,9,1,0
2078,1,-15,36,12,3,0.0,10,3,0
2086,1,27,27,12,2,0.0,9,5,0
2088,0,31,42,12,3,0.0,10,3,0
2097,0,28,49,12,4,0.0,7,1,0
2104,1,34,18,12,3,0.0,8,4,0
2105,0,31,46,5,5,0.0,7,3,0
2108,1,20,16,12,3,0.0,9,1,0
2120,0,18,30,12,4,0.0,7,3,0
2127,0,20,22,12,4,0.0,6,3,0
2140,1,24,3,12,4,0.0,9,3,0
2143,0,28,18,12,3,0.0,9,3,0
2146,0,19,9,12,5,0.0,5,4,0
2147,1,28,31,12,1,0.0,6,1,0
2150,1,28,18,12,1,0.0,10,5,0
2161,0,28,42,12,1,0.0,9,5,0
2171,0,19,7,12,1,0.0,8,2,0
2182,1,28,42,12,2,0.0,8,2,0
2183,0,21,47,12,3,0.0,9,1,0
2198,0,19,42,12,1,0.0,6,4,0
2203,1,29,21,12,4,0.0,9,1,0
2204,1,32,19,12,2,0.0,7,5,0
2207,1,26,19,12,4,0.0,6,2,0
2211,1,22,42,12,2,0.0,7,4,0
2226,0,24,18,12,2,0.0,5,1,0
2233,1,28,42,12,5,0.0,7,4,0
2238,1,34,15,12,3,0.0,8,3,0
2250,1,20,42,12,3,0.0,7,4,0
2255,0,32,22,12,2,0.0,6,4,0
2256,0,20,42,12,3,0.0,10,3,0
2260,1,18,17,12,3,0.0,7,3,0
2267,0,25,12,12,1,0.0,9,2,0
2270,1,29,49,12,3,0.0,9,3,0
2288,1,27,31,12,5,0.0,8,2,0
2290,0,34,18,12,3,0.0,8,3,0
2293,1,32,38,12,1,0.0,10,3,0
2294,1,29,10,12,3,0.0,7,1,0
2295,0,23,22,12,4,0.0,8,1,0
2305,0,27,21,12,4,0.0,5,5,0
2310,0,29,37,12,5,0.0,6,2,0
2312,0,30,30,12,2,0.0,7,3,0
2314,0,21,31,12,3,0.0,7,5,0
2322,0,32,10,12,5,0.0,7,3,0
2325,1,20,4,12,5,0.0,8,2,0
2330,0,25,12,12,5,0.0,9,2,0
2343,1,31,18,12,1,0.0,6,1,0
2348,1,20,6,12,5,0.0,7,5,0
2351,0,23,18,12,3,0.0,8,3,0
2358,1,31,12,12,1,0.0,10,4,0
2364,0,34,43,12,1,0.0,9,5,0
2372,1,24,10,12,3,0.0,10,2,0
2376,1,32,44,12,3,0.0,10,3,0
2385,1,30,18,12,4,0.0,7,1,0
2399,0,18,44,12,4,0.0,8,1,0
2405,1,33,27,12,2,0.0,7,3,0
2406,1,34,18,12,4,0.0,8,1,0
2407,0,20,15,12,3,0.0,6,4,0
2408,0,22,4,12,5,0.0,8,3,0
2418,1,34,43,12,1,0.0,8,3,0
2423,0,30,7,12,5,0.0,7,1,0
2425,1,19,18,12,3,0.0,5,4,0
2431,0,19,23,12,4,0.0,6,1,0
2432,1,20,30,12,5,0.0,5,2,0
2439,1,25,15,12,4,0.0,10,2,0
2444,0,30,2,12,5,0.0,9,5,0
2460,1,26,17,12,4,0.0,8,3,0
2461,0,21,46,12,1,0.0,6,2,0
2471,0,28,42,12,4,0.0,10,1,0
2474,1,18,23,12,3,0.0,8,5,0
2482,1,24,12,12,2,0.0,6,1,0
2486,1,29,18,12,4,0.0,8,5,0
2490,1,28,6,12,5,0.0,9,5,0
2494,1,31,47,12,3,0.0,8,5,0
2496,1,25,18,12,5,0.0,7,2,0
2500,1,28,49,12,4,0.0,9,5,0
2548,1,33,27,12,1,0.0,10,2,0
2564,1,30,4,12,4,0.0,7,2,0
2568,0,28,48,12,2,0.0,6,5,0
2569,1,20,3,12,4,0.0,7,3,0
2574,0,18,18,12,1,0.0,9,3,0
2576,0,29,21,12,2,0.0,9,5,0
2581,1,28,15,12,4,0.0,8,3,0
2585,0,24,43,12,1,0.0,9,2,0
2589,1,25,30,12,5,0.0,7,3,0
2591,1,21,30,12,1,0.0,7,3,0
2592,1,21,49,12,1,0.0,7,1,0
2605,0,28,22,12,5,0.0,8,2,0
2608,0,34,22,12,5,0.0,6,5,0
2622,0,29,18,12,4,0.0,5,2,0
2629,0,19,4,12,3,0.0,8,3,0
2633,0,19,44,12,1,0.0,8,1,0
2652,1,21,16,12,5,0.0,9,5,0
2654,1,23,18,12,4,0.0,6,3,0
2660,0,25,44,12,2,0.0,9,2,0
2663,0,29,18,12,4,0.0,9,2,0
2672,1,27,36,12,4,0.0,8,4,0
2674,0,19,7,12,5,0.0,7,1,0
2681,1,26,38,12,3,0.0,7,4,0
2685,0,19,48,12,5,0.0,9,1,0
2687,0,22,12,12,3,0.0,9,1,0
2689,0,23,18,12,1,0.0,10,4,0
2695,1,29,17,12,4,0.0,9,1,0
2696,1,21,44,12,1,0.0,8,1,0
2704,1,24,2,12,4,0.0,7,3,0
2710,1,24,22,12,2,0.0,8,2,0
2712,1,32,17,12,4,0.0,5,5,0
2721,0,22,48,12,3,0.0,8,4,0
2724,1,23,48,12,3,0.0,6,3,0
2726,0,33,19,12,4,0.0,5,5,0
2743,0,27,12,12,4,0.0,6,3,0
2749,0,26,23,12,3,0.0,9,3,0
2754,1,24,15,12,2,0.0,5,5,0
2755,1,33,21,12,5,0.0,10,2,0
2759,1,33,49,12,4,0.0,8,2,0
2766,0,25,10,12,3,0.0,10,3,0
2770,0,27,18,12,2,0.0,6,3,0
2772,0,25,7,12,3,0.0,9,2,0
2774,1,28,17,12,5,0.0,8,2,0
2777,0,21,48,12,1,0.0,8,3,0
2779,1,29,12,12,2,0.0,8,5,0
2780,0,32,35,12,4,0.0,6,4,0
2781,1,34,47,12,3,0.0,9,3,0
2789,1,25,30,12,5,0.0,9,3,0
2793,0,75,6,12,1,0.0,8,5,0
2797,1,19,38,12,5,0.0,5,3,0
2798,1,22,3,12,3,0.0,8,4,0
2799,1,33,23,12,2,0.0,7,3,0
2804,0,19,18,12,4,0.0,5,3,0
2805,1,21,48,12,4,0.0,5,4,0
2811,1,20,16,12,3,0.0,8,3,0
2814,0,20,49,12,1,0.0,8,4,0
2815,1,18,43,12,4,0.0,7,3,0
2816,0,21,44,12,5,0.0,7,4,0
2819,1,21,7,12,5,0.0,10,4,0
2841,0,21,15,12,1,0.0,9,2,0
2850,1,29,12,12,5,0.0,10,3,0
2854,0,28,12,12,1,0.0,10,2,0
2858,1,33,19,12,4,0.0,7,1,0
2864,1,24,48,12,5,0.0,5,5,0
2867,1,29,4,12,5,0.0,8,1,0
2869,1,32,6,12,1,0.0,6,5,0
2871,1,32,30,12,5,0.0,9,3,0
2875,1,26,18,12,4,0.0,9,3,0
2881,0,23,23,12,1,0.0,7,1,0
2886,0,29,9,12,5,0.0,8,1,0
2903,1,27,35,12,4,0.0,10,5,0
2907,1,31,38,12,2,0.0,5,4,0
2908,0,32,27,12,2,0.0,9,1,0
2916,0,31,18,12,1,0.0,8,3,0
2918,1,27,18,12,4,0.0,8,3,0
2941,0,21,2,12,5,0.0,8,2,0
2945,0,20,18,12,4,0.0,6,1,0
2951,0,25,18,12,5,0.0,6,3,0
2962,0,-15,9,12,5,0.0,8,1,0
2968,0,24,46,12,2,0.0,8,2,0
2970,0,18,18,12,3,0.0,6,3,0
2974,1,33,2,12,2,0.0,7,4,0
2977,1,25,23,12,4,0.0,7,3,0
2978,1,26,18,12,2,0.0,10,3,0
2980,0,29,6,12,3,0.0,7,3,0
2981,0,21,44,12,3,0.0,6,4,0
2982,0,18,22,12,4,0.0,6,2,0
2999,1,18,23,12,5,0.0,6,1,0
3016,1,18,27,12,5,0.0,8,5,0
3024,1,31,49,12,1,0.0,10,4,0
3033,1,31,48,12,5,0.0,5,2,0
3034,0,21,42,12,5,0.0,9,4,0
3037,1,24,22,12,1,0.0,5,3,0
3038,1,31,6,12,4,0.0,8,5,0
3042,1,24,19,12,2,0.0,10,3,0
3044,1,18,18,12,5,0.0,8,5,0
3054,1,20,21,12,5,0.0,9,4,0
3067,0,30,22,12,3,0.0,9,2,0
3078,0,20,15,12,4,0.0,6,3,0
3081,1,20,31,12,3,0.0,6,3,0
3086,1,19,37,12,1,0.0,6,3,0
3091,1,23,17,12,5,0.0,10,4,0
3101,1,29,12,12,5,0.0,9,1,0
3110,0,19,18,12,1,0.0,8,4,0
3114,1,28,19,12,3,0.0,5,1,0
3115,0,32,4,12,5,0.0,9,5,0
3121,0,25,22,12,4,0.0,9,3,0
3124,0,29,42,12,2,0.0,10,3,0
3128,0,23,37,12,5,0.0,5,5,0
3135,0,24,17,12,3,0.0,7,3,0
3136,0,18,44,12,5,0.0,9,1,0
3139,1,31,22,12,1,0.0,8,5,0
3140,0,26,15,12,4,0.0,8,4,0
3154,1,32,35,12,5,0.0,10,3,0
3157,0,20,44,12,4,0.0,8,4,0
3159,0,31,6,12,5,0.0,9,5,0
3161,0,30,48,12,4,0.0,5,5,0
3162,0,20,44,12,1,0.0,7,3,0
3166,1,33,47,12,3,0.0,8,3,0
3170,1,26,49,12,3,0.0,6,4,0
3175,1,33,18,12,2,0.0,7,3,0
